headline,web_url,snippet,source,keywords,pub_date,byline,word_count,title
"‘The Attachment Diaries’ Review: Love, Sick",https://www.nytimes.com/2023/05/25/movies/the-attachment-diaries-review.html,"A gynecologist and her patient form a horrifyingly twisted connection in this batty, bloody Argentine melodrama.",The New York Times,"['Movies', 'The Attachment Diaries (Movie)', 'Diment, Valentin Javier']",2023-05-25T11:00:03+0000,By Jeannette Catsoulis,295,The Attachment Diaries
Review: ‘What’s Love Got to Do With It?’ Probably a Lot,https://www.nytimes.com/2023/05/04/movies/whats-love-got-to-do-with-it-review.html,Two childhood friends navigate cultural differences in this pleasantly uncontentious romantic comedy.,The New York Times,"['Movies', 'Kapur, Shekhar', 'James, Lily', 'Azmi, Shabana', 'Thompson, Emma']",2023-05-04T17:16:45+0000,By Jeannette Catsoulis,287,What’s Love Got to Do With It?’ Probably a Lo
‘You Can Live Forever’ Review: Do You Love Me Now?,https://www.nytimes.com/2023/05/04/movies/you-can-live-forever-review.html,Religion comes between two girls falling in love in the 1990s in this sweet coming-of-age film bathed in grunge hues.,The New York Times,"['Movies', 'You Can Live Forever (Movie)', 'Slutsky, Mark', 'Watts, Sarah (Film Director)', ""O'Driscoll, Anwen"", 'Laporte, June (Actor)']",2023-05-04T11:00:08+0000,By Elisabeth Vincentelli,294,You Can Live Forever
‘A Tourist’s Guide to Love’ Review: A Wearyingly Familiar Trip,https://www.nytimes.com/2023/04/21/movies/a-tourists-guide-to-love-review.html,Rachael Leigh Cook stars in this bland rom-com as a travel executive exploring Vietnam and getting over a breakup.,The New York Times,"['Movies', ""A Tourist's Guide to Love (Movie)"", 'Tsuchida, Steven', 'Cook, Rachael Leigh']",2023-04-21T07:03:25+0000,By Elisabeth Vincentelli,276,A Tourist’s Guide to Love
‘Other People’s Children’ Review: True Romance,https://www.nytimes.com/2023/04/20/movies/other-peoples-children-review.html,"A radiant Virginie Efira stars as a Parisian teacher who blissfully falls for a man and his 4-year-old daughter, complicating everyone’s lives.",The New York Times,"['Movies', 'Zlotowski, Rebecca', ""Other People's Children (Movie)""]",2023-04-20T15:35:13+0000,By Manohla Dargis,801,Other People’s Children
‘One True Loves’ Review: A Romance Lost at Sea,https://www.nytimes.com/2023/04/13/movies/one-true-loves-movie-review.html,"A film adaptation of Taylor Jenkins Reid’s novel has potential for drama, but it stumbles on stock melodrama.",The New York Times,"['Movies', 'Bracey, Luke (1989- )', 'Liu, Simu', 'Reid, Taylor Jenkins', 'Soo, Phillipa', 'Fickman, Andy', 'One True Loves (Movie)']",2023-04-13T11:00:06+0000,By Brandon Yu,320,One True Loves
‘The Lost Weekend: A Love Story’ Review: When John Lennon Strayed,https://www.nytimes.com/2023/04/13/movies/the-lost-weekend-a-love-story-review.html,"There’s not much Lennon music heard in this doc about his affair with May Pang, and given how much Pang trashes his wife, Yoko Ono, it’s no surprise it was withheld.",The New York Times,"['Documentary Films and Programs', 'The Lost Weekend: A Love Story (Movie)', 'Pang, May', 'Lennon, John', 'Ono, Yoko', 'Brandstein, Eve', 'Kaufman, Richard S (Filmmaker)', 'Samuels, Stuart (Filmmaker)', 'Content Type: Personal Profile', 'Pop and Rock Music']",2023-04-13T11:00:03+0000,By Glenn Kenny,327,The Lost Weekend: A Love Story
‘A Thousand and One’ Review: A New York Love Story,https://www.nytimes.com/2023/03/30/movies/a-thousand-and-one-review.html,"A mesmerizing Teyana Taylor stars in A.V. Rockwell’s feature directing debut, about motherhood and survival in a fast-changing city.",The New York Times,"['Movies', 'A Thousand and One (Movie)', 'Rockwell, AV (Film Director)', 'Taylor, Teyana (1990- )']",2023-03-30T18:53:42+0000,By Manohla Dargis,971,A Thousand and One
‘Your Place or Mine’ Review: Try Neither,https://www.nytimes.com/2023/02/09/movies/your-place-or-mine-review.html,This humdrum Netflix romantic comedy features Reese Witherspoon and Ashton Kutcher as longtime friends with possibly hidden feelings for each other.,The New York Times,"['Movies', 'Your Place or Mine (Movie)', 'Witherspoon, Reese', 'Kutcher, Ashton', 'McKenna, Aline Brosh']",2023-02-10T00:00:05+0000,By Amy Nicholson,569,Your Place or Mine
"‘Love in the Time of Fentanyl’ Review: Heartbreak, Death and Hope in Vancouver",https://www.nytimes.com/2023/02/02/movies/love-in-the-time-of-fentanyl-review.html,"To combat the overdose crisis, a group that includes former and current users open a safe consumption site where shooting up does not have to mean death.",The New York Times,"['Documentary Films and Programs', 'Fentanyl', 'Drug Abuse and Traffic', 'Volunteers and Community Service', 'Love in the Time of Fentanyl (Movie)', 'Askey, Colin', 'Vancouver (British Columbia)', 'Overdose Prevention Society']",2023-02-02T12:00:11+0000,By Concepción de León,306,Love in the Time of Fentanyl
"‘Pamela, a Love Story’ Review: A Frank Look Back",https://www.nytimes.com/2023/01/31/movies/pamela-a-love-story-review.html,"This documentary from Ryan White rewinds, to powerful effect, on Pamela Anderson’s life and fame.",The New York Times,"['Documentary Films and Programs', 'Anderson, Pamela (1967- )', 'White, Ryan (Filmmaker)', 'Pamela, a Love Story (Movie)']",2023-01-31T12:00:05+0000,By Glenn Kenny,295,"Pamela, a Love Story"
‘In From the Side’ Review: Love and Rugby Play a Losing Game,https://www.nytimes.com/2023/01/19/movies/in-from-the-side-review.html,"In Matt Carter’s gay rugby film, sports and romance smash together like two players from opposing teams.",The New York Times,"['Movies', 'In From the Side (Movie)', 'Carter, Matt (Filmmaker)']",2023-01-19T17:50:16+0000,By Kyle Turner,281,In From the Side
‘After Love’ Review: The Other Woman,https://www.nytimes.com/2023/01/19/movies/after-love-review.html,"In this intelligent melodrama by the director Aleem Khan, a British woman discovers her husband has been leading a double life.",The New York Times,"['Movies', 'After Love (2020) (Movie)', 'Khan, Aleem', 'Scanlan, Joanna (1961- )']",2023-01-19T12:00:06+0000,By Beatrice Loayza,359,After Love
‘Alcarràs’ Review: Labor of Love,https://www.nytimes.com/2023/01/05/movies/alcarras-review.html,"In this naturalistic drama from Spain, a family confronts the impending loss of its generations-old farm.",The New York Times,"['Movies', 'Simon, Carla', 'Alcarras (Movie)']",2023-01-05T12:00:03+0000,By Devika Girish,306,Alcarràs
"‘Nelly & Nadine’ Review: An Unlikely Love, an Unlikely Record",https://www.nytimes.com/2022/12/15/movies/nelly-and-nadine-review.html,A family archive provides intimate records of a love affair that began between two women imprisoned in the Ravensbrück concentration camp.,The New York Times,"['Documentary Films and Programs', 'Gertten, Magnus', 'Nelly & Nadine (Movie)', 'Content Type: Personal Profile', 'Holocaust and the Nazi Era', 'World War II (1939-45)', 'Women and Girls', 'Homosexuality and Bisexuality']",2022-12-15T12:00:04+0000,By Teo Bugbee,308,Nelly & Nadine
‘Lady Chatterley’s Lover’ Review: When Connie Met Ollie,https://www.nytimes.com/2022/12/01/movies/lady-chatterleys-lover-review.html,The new Netflix adaptation of D.H. Lawrence’s once-controversial novel is both steamy and decorous.,The New York Times,"['Movies', ""Lady Chatterley's Lover (Movie)"", 'Corrin, Emma (1995- )', 'De Clermont-Tonnerre, Laure', 'Lawrence, D H']",2022-12-01T16:40:55+0000,By A.O. Scott,768,Lady Chatterley’s Lover
‘The Sound of Christmas’ Review: A Gospel Singer Finds Love,https://www.nytimes.com/2022/11/23/movies/sound-of-christmas-review.html,A young singer gets more than she bargained for when she accepts a job as a nanny for a billionaire’s children.,The New York Times,"['Movies', 'Ne-Yo', 'The Sound of Christmas (Movie)', 'Mattison, Booker T', 'McNeill, Serayah']",2022-11-23T15:00:09+0000,By Concepción de León,277,The Sound of Christmas
"‘The Inspection’ Review: Boot Camp, a Love Story",https://www.nytimes.com/2022/11/17/movies/the-inspection-review-boot-camp-a-love-story.html,"Elegance Bratton’s autobiographical first feature is a lyrical, wrenching look at a young Marine’s journey through basic training.",The New York Times,"['Movies', 'The Inspection (Movie)', 'Bratton, Elegance']",2022-11-17T12:00:07+0000,By A.O. Scott,836,The Inspection
‘Bones and All’ Review: You Eat What You Are,https://www.nytimes.com/2022/11/17/movies/bones-and-all-review.html,Luca Guadagnino’s latest stars Timothée Chalamet and Taylor Russell as young cannibals on the run.,The New York Times,"['Movies', 'Bones and All (Movie)', 'Guadagnino, Luca', 'Chalamet, Timothee (1995- )', 'Russell, Taylor (1994- )']",2022-11-17T12:00:06+0000,By A.O. Scott,710,Bones and All
"‘My Policeman’ Review: Two Love Affairs, Equally Tragic",https://www.nytimes.com/2022/10/20/movies/my-policeman-review.html,"A schoolteacher, her police officer husband and his lover deny each other romantic satisfaction in this dismal melodrama.",The New York Times,"['Movies', 'My Policeman (Movie)', 'Grandage, Michael']",2022-10-20T16:52:51+0000,By Teo Bugbee,303,My Policeman
‘About Fate’ Review: Love the One You’re With?,https://www.nytimes.com/2022/09/08/movies/about-fate-review.html,"Thomas Mann’s beguiling performance drives this Emma Roberts vehicle, but the romantic comedy creaks under the weight of its coincidences.",The New York Times,"['Movies', 'About Fate (Movie)', 'Vaysberg, Marius', 'Mann, Thomas (1991- )', 'Roberts, Emma (1991- )']",2022-09-09T01:00:03+0000,By Lisa Kennedy,289,About Fate
‘Waiting for Bojangles’ Review: Endless Love,https://www.nytimes.com/2022/09/01/movies/waiting-for-bojangles-review-endless-love.html,"Set in Paris in the 1960s, the film tells the story of two irrepressible lovers, and their young son, whose tale turns tragic.",The New York Times,"['Movies', 'Bourdeaut, Olivier', 'Waiting for Bojangles (Movie)', 'Roinsard, Regis']",2022-09-01T11:00:06+0000,By Calum Marsh,267,Waiting for Bojangles
‘I Love My Dad’ Review: A Father Catfishes His Son,https://www.nytimes.com/2022/08/04/movies/i-love-my-dad-review.html,This comedy is a daddy-issues movie with a queasy premise truly made for these times.,The New York Times,"['Movies', 'Oswalt, Patton', 'I Love My Dad (Movie)', 'Morosini, James']",2022-08-04T11:00:05+0000,By Glenn Kenny,418,I Love My Dad
‘A Love Song’ Review: When Moving Forward Means Looking Back,https://www.nytimes.com/2022/07/28/movies/a-love-song-review.html,Two former childhood friends rekindle their connection in this sweetly hopeful story of romantic longing.,The New York Times,"['Movies', 'A Love Song (Movie)', 'Walker-Silverman, Max', 'Dickey, Dale (Actor)', 'Studi, Wes']",2022-07-28T11:00:06+0000,By Jeannette Catsoulis,395,A Love Song
‘Alone Together’ Review: Finding Love in a Pandemic Retreat,https://www.nytimes.com/2022/07/21/movies/alone-together-review.html,"Katie Holmes writes, directs and stars in this minor-key rom-com set in 2020.",The New York Times,"['Movies', 'Holmes, Katie', 'Alone Together (Movie)']",2022-07-21T15:37:18+0000,By Teo Bugbee,254,Alone Together
‘Art of Love’ Review: An Erotic Male Fantasy in Puerto Rico,https://www.nytimes.com/2022/07/21/movies/art-of-love-review.html,"A disillusioned college professor develops a relationship with a young Chinese woman, in a familiar and worn-out narrative.",The New York Times,"['Movies', 'Art of Love (Movie)', 'Kaplan, Betty (Film Director)']",2022-07-21T13:21:43+0000,By Concepción de León,354,Art of Love
‘The Wheel’ Review: Songs of Love and Hate,https://www.nytimes.com/2022/07/21/movies/the-wheel-review.html,"In this marriage drama, a young couple heads to the countryside to break out of a toxic cycle.",The New York Times,"['Movies', 'The Wheel (Movie)', 'Pink, Steve']",2022-07-21T11:00:08+0000,By Nicolas Rapold,287,The Wheel
‘Thor: Love and Thunder’ Review: A God’s Comic Twilight,https://www.nytimes.com/2022/07/07/movies/thor-love-and-thunder-review.html,"The director Taika Waititi injects antic silliness, once again, into this Marvel franchise starring Chris Hemsworth, who swings a mighty hammer and flexes mightier muscles.",The New York Times,"['Movies', 'Marvel Studios', 'Bale, Christian', 'Crowe, Russell', 'Hemsworth, Chris', 'Waititi, Taika', 'Thompson, Tessa', 'Portman, Natalie']",2022-07-07T18:26:10+0000,By Manohla Dargis,942,Thor: Love and Thunder
‘Both Sides of the Blade’ Review: Who Do You Love?,https://www.nytimes.com/2022/07/07/movies/both-sides-of-the-blade-review.html,"In the latest film from Claire Denis, Juliette Binoche plays a Parisian radio journalist in a romantic quandary.",The New York Times,"['Movies', 'Denis, Claire', 'Binoche, Juliette', 'Lindon, Vincent', 'Both Sides of the Blade (Movie)']",2022-07-07T11:00:07+0000,By A.O. Scott,649,Both Sides of the Blade
‘Fire of Love’ Review: A Volcanic Romance,https://www.nytimes.com/2022/07/06/movies/fire-of-love-review.html,Sara Dosa’s new documentary chronicles the lives and deaths of the French scientists Katia and Maurice Krafft.,The New York Times,"['Documentary Films and Programs', 'Volcanoes', 'Fire of Love (Movie)', 'Content Type: Personal Profile', 'Deaths (Fatalities)', 'Dosa, Sara', 'Krafft, Maurice (1946-91)', 'Krafft, Katia (1942-91)']",2022-07-06T11:00:06+0000,By A.O. Scott,609,Fire of Love
"‘Love & Gelato’ Review: A Young Girl, Transfigured by Italy",https://www.nytimes.com/2022/06/22/movies/love-gelato-review.html,A mother’s final wish leads her daughter to retrace her Roman holiday in this lighthearted coming-of-age story.,The New York Times,"['Movies', 'Love & Gelato (Movie)', 'Camp, Brandon (1971- )']",2022-06-23T03:06:01+0000,By Teo Bugbee,288,Love & Gelato
‘Stay Prayed Up’ Review: Spreading the Gospel of Love,https://www.nytimes.com/2022/06/16/movies/stay-prayed-up-review.html,"A new documentary about the gospel ensemble the Branchettes and its guiding light, Lena Mae Perry, is a plain-spoken tribute.",The New York Times,"['Documentary Films and Programs', 'Gospel Music', 'Stay Prayed Up (Movie)', 'Content Type: Personal Profile', 'Perry, Lena Mae', 'Branchettes (Music Group)', 'Anderson, DL (Filmmaker)', 'Durning, Matthew']",2022-06-16T11:00:08+0000,By Glenn Kenny,330,Stay Prayed Up
"‘Benediction’ Review: A Poet’s Life, in Love and War",https://www.nytimes.com/2022/06/02/movies/benediction-review.html,"Terence Davies’s latest film is a biography of Siegfried Sassoon, whose writing about World War I changed British literature.",The New York Times,"['Movies', 'Davies, Terence', 'Benediction (Movie)', 'Lowden, Jack (1990- )', 'Poetry and Poets', 'Sassoon, Siegfried']",2022-06-02T11:00:06+0000,By A.O. Scott,883,Benediction
‘Dinner in America’ Review: A Punk-Rock Love Story,https://www.nytimes.com/2022/05/26/movies/dinner-in-america-review.html,A rage-fueled rock singer on the run from the police meets and falls in love with a gullible young woman eager to escape her circumstances.,The New York Times,"['Movies', 'Rehmeier, Adam', 'Dinner in America (Book)']",2022-05-26T11:00:04+0000,By Concepción de León,254,Dinner in America
‘In a New York Minute’ Review: Love or Freedom?,https://www.nytimes.com/2022/05/03/movies/in-a-new-york-minute-review.html,This drama from Ximan Li teases time in telling the stories of three Chinese women living in a city that tempts promise but delivers frustration.,The New York Times,"['Movies', 'In A New York Minute (Movie)', 'Ximan Li']",2022-05-03T21:05:25+0000,By Lisa Kennedy,299,In a New York Minute
‘Anaïs in Love’ Review: Portrait of a Woman on the Run,https://www.nytimes.com/2022/04/28/movies/anais-in-love-review.html,"A restless woman discovers herself in a seductive French romance that throws out the usual dusty script about women, desire and pleasure.",The New York Times,"['Movies', 'Bourgeois-Tacquet, Charline', 'Anais in Love (Movie)']",2022-04-28T16:18:57+0000,By Manohla Dargis,842,Anaïs in Love
‘I Love America’ Review: The Gauche Rituals of Modern Romance,https://www.nytimes.com/2022/04/28/movies/i-love-america-review.html,The determinedly uplifting comedy follows a 50-year-old French filmmaker as she dates in Los Angeles.,The New York Times,"['Movies', 'Marceau, Sophie', 'I Love America (Movie)', 'Azuelos, Lisa']",2022-04-28T11:00:07+0000,By Nicolas Rapold,291,I Love America
‘See You Then’ Review: The More Things Stay the Same,https://www.nytimes.com/2022/04/18/movies/see-you-then-review.html,"Former lovers reconnect, litigating the past and present, in this drama from Mari Walker.",The New York Times,"['Movies', 'See You Then (Movie)', 'Walker, Mari']",2022-04-18T11:00:03+0000,By Kyle Turner,300,See You Then
‘La Mami’ Review: Tough Love,https://www.nytimes.com/2022/04/07/movies/la-mami-review-tough-love.html,This documentary about the den mother of dancers at a Mexico City cabaret is vérité at its best.,The New York Times,"['Documentary Films and Programs', 'Women and Girls', 'Dancing', 'Bars and Nightclubs', 'Labor and Jobs', 'Content Type: Personal Profile', 'Mexico City (Mexico)', 'Mexico', 'La Mami (Movie)', 'Garvin, Laura Herrero']",2022-04-07T11:00:04+0000,By Beandrea July,278,La Mami
‘Love After Love’ Review: Elegance Without a Center,https://www.nytimes.com/2022/03/17/movies/love-after-love-review.html,Ann Hui’s World War II-era film is lovely to look at but lacks emotional depth and resonance.,The New York Times,"['Movies', 'MUBI Inc', 'Hui, Ann', 'Peng, Eddie (1982- )', 'Hong Kong', 'Love After Love (Movie)']",2022-03-17T11:00:12+0000,By Claire Shaffer,292,Love After Love
‘Deep Water’ Review: Love and Loathing in New Orleans,https://www.nytimes.com/2022/03/17/movies/deep-water-review.html,An unhappy husband raises suspicions when his wife’s lovers begin to disappear.,The New York Times,"['Movies', 'Deep Water (Movie)', 'Affleck, Ben', 'Lyne, Adrian', 'de Armas, Ana']",2022-03-17T11:00:05+0000,By Jeannette Catsoulis,534,Deep Water
‘Lucy and Desi’ Review: Love in the Time of Television,https://www.nytimes.com/2022/03/03/movies/lucy-and-desi-review.html,"This documentary, directed by Amy Poehler and about the dynamic duo behind “I Love Lucy,” favors the good times over the difficult ones.",The New York Times,"['Documentary Films and Programs', 'Ball, Lucille', 'Arnaz, Desi', 'Poehler, Amy', 'Lucy and Desi (Movie)', 'Television', 'Actors and Actresses', 'Content Type: Personal Profile']",2022-03-03T16:06:54+0000,By Natalia Winkelman,279,Lucy and Desi
‘Cyrano’ Review: Who Wrote the Book of Love?,https://www.nytimes.com/2022/02/23/movies/cyrano-review.html,Peter Dinklage wields pen and sword in a musical adaptation of the durable French romance.,The New York Times,"['Movies', 'Cyrano (Movie)', 'Wright, Joe', 'Dinklage, Peter', 'Bennett, Haley', 'Harrison, Kelvin Jr', 'Berninger, Matt', 'Besser, Carin', 'Dessner, Aaron', 'Schmidt, Erica (1975- )', 'National, The (Music Group)']",2022-02-24T00:36:54+0000,By A.O. Scott,845,Cyrano
‘The In Between’ Review: Love Never Dies,https://www.nytimes.com/2022/02/11/movies/the-in-between-review.html,A teenage girl thinks that her dead boyfriend’s spirit is reaching out from the Great Beyond.,The New York Times,"['King, Joey', 'Allen, Kyle (1994- )', 'Movies', 'Posin, Arie', 'The In Between (Movie)']",2022-02-11T08:00:06+0000,By Lena Wilson,285,The In Between
‘Book of Love’ Review: Lust (Eventually) in Translation,https://www.nytimes.com/2022/02/04/movies/book-of-love-review.html,"Unbeknown to the author of an uninspired romance novel, the book takes a sharp turn into erotic territory in its Spanish-language release.",The New York Times,"['Movies', 'Claflin, Sam', 'Cal y Mayor, Analeine', 'Book of Love (Movie)']",2022-02-04T05:01:04+0000,By Natalia Winkelman,269,Book of Love
"‘Lingui, the Sacred Bonds’ Review: Love, Ferocious and Limitless",https://www.nytimes.com/2022/02/03/movies/lingui-the-sacred-bonds-review.html,"In this electric liberation story from Chad, a mother struggles to protect her daughter’s future and finds both herself and a world of possibility.",The New York Times,"['Movies', 'Haroun, Mahamat-Saleh', 'Lingui, the Sacred Bonds (Movie)']",2022-02-03T19:21:56+0000,By Manohla Dargis,852,"Lingui, the Sacred Bonds"
‘The Pink Cloud’ Review: Love in Lockdown,https://www.nytimes.com/2022/01/13/movies/the-pink-cloud-review.html,Iuli Gerbase’s first feature film reflects a funhouse-mirror image of our present lives.,The New York Times,"['Movies', 'The Pink Cloud (Movie)', 'Gerbase, Iuli']",2022-01-13T12:00:05+0000,By Claire Shaffer,316,The Pink Cloud
‘A Journal for Jordan’ Review: Reflections on Love Built and Lost,https://www.nytimes.com/2021/12/23/movies/a-journal-for-jordan-review.html,The actors Michael B. Jordan and Chanté Adams bring a compelling chemistry to the screen as opposites who fall for each other.,The New York Times,"['Movies', 'A Journal for Jordan (Movie)', 'Washington, Denzel', 'Jordan, Michael B', 'Adams, Chante', 'Books and Literature', 'A Journal for Jordan: A Story of Love and Honor (Book)', 'Canedy, Dana', 'Black People', 'Blacks']",2021-12-23T18:54:12+0000,By Lisa Kennedy,505,A Journal for Jordan
"‘West Side Story’ Review: In Love and War, 1957 Might Be Tonight",https://www.nytimes.com/2021/12/08/movies/west-side-story-review.html,"Steven Spielberg rediscovers the breathing, troubling essence of a classic, building a bold and current screen musical with no pretense to perfection.",The New York Times,"['Movies', 'Theater', 'Alvarez, David (1994- )', 'Bernstein, Leonard', 'DeBose, Ariana', 'Kushner, Tony', 'Laurents, Arthur', 'Peck, Justin', 'Robbins, Jerome', 'Sondheim, Stephen', 'Spielberg, Steven', 'Tesori, Jeanine', 'New York City', 'West Side Story (2021) (Movie)']",2021-12-08T14:55:30+0000,By A.O. Scott,1316,West Side Story
"‘Aulcie’ Review: Love and Basketball, in Israel",https://www.nytimes.com/2021/11/16/movies/aulcie-review.html,"This melodramatic documentary chronicles how Aulcie Perry, a basketball center from New Jersey, became a celebrity in Israel after he joined the Maccabi Tel Aviv team.",The New York Times,"['Documentary Films and Programs', 'Basketball', 'Menkin, Dani', 'Perry, Aulcie', 'Aulcie (Movie)', 'Israel']",2021-11-16T21:35:40+0000,By Natalia Winkelman,259,Aulcie
